Number of Boat in list,Year,Model,Area Code,Phone Number,Price
2352,1997,1997 Hunter 26/SL,941,941 914-921,"$19,500        "
2353,2005,2005 Hunter 260,407,407 295-011,"$19,500        "
2354,1984,1984 Island Packet 2GMF,800,800 537-005,"$19,500        "
2355,1999,1999 Macgregor 26,941,941 914-921,"$18,500        "
2356,1989,1989 C&C 26 Wave,877,877 409-066,"$17,900        "
2357,2003,2003 Macgregor 26M,877,877 564-970,"$17,500        "
2358,2003,2003 Macgregor 26M,941,941 914-921,"$17,500        "
2359,1987,1987 Ericson 26,860,860 536-777,"$17,500        "
2360,1999,1999 Macgregor 26,941,941 914-921,"$16,999        "
2361,1994,1994 Hunter 26,619,619 933-981,"$16,900        "
2362,2002,2002 Macgregor 26X Powersailer,866,866 930-978,"$16,900        "
2363,1989,1989 Catalina 27,941,941 914-921,"$16,500        "
2364,1974,1974 Ericson Yachts 26,941,941 914-921,"$16,400        "
2365,1998,1998 Macgregor 26X,941,941 914-921,"$15,500        "
2366,1996,1996 Macgregor 26X,386,386 871-496,"$15,500        "
2367,2000,2000 Macgregor 26 Sailboat,941,941 914-921,"$15,200        "
2368,1999,1999 Macgregor 26,866,866 476-577,"$14,900        "
2369,1996,1996 Macgregor 26 X,941,941 914-921,"$14,900        "
2370,1985,1985 Westerly Griffon,252,252 444-180,"$13,000        "
2371,2000,2000 MacGregor Yachts 26x,888,888 483-501,"$12,900        "
2372,1990,1990 Catalina Capri 26,855,855 751-595,"$12,000        "
2373,1985,1985 Laguna 26' Sail boat,888,888 809-942,"$10,900        "
2374,2002,2002 Hunter 260,888,888 363-495,"$10,500        "
2375,1994,1994 Hunter Water Ballast,888,888 596-426,"$9,995         "
2376,1949,1949 Luders L-16,866,866 513-857,"$9,900         "
2377,1996,1996 Macgregor 26x,941,941 830-310,"$9,500         "
2378,1988,1988 Hunter NSF9.8A,888,888 596-426,"$9,000         "
2379,1968,1968 Kenner Privateer,888,888 596-426,"$8,900         "
2380,1986,1986 Impulse 26 Sailboat,888,888 739-078,"$8,500         "
2381,1995,1995 Macgregor 26,866,866 728-560,"$8,495         "
2382,1981,1981 Pearson 26,855,855 751-595,"$8,000         "
2383,1982,1982 Pearson ,855,855 751-595,"$8,000         "
2384,1979,1979 San Juan 26,888,888 488-755,"$8,000         "
2385,1994,1994 Macgregor 26,888,888 488-755,"$7,250         "
2386,1993,1993 Macgregor 26,305,305 778-691,"$7,000         "
2387,1977,1977 Pearson 26' Sloop,888,888 203-810,"$6,900         "
2388,1973,1973 Santa Ana Clipper,877,877 399-748,"$5,995         "
2389,1974,1974 Grampian G26,866,866 228-320,"$5,995         "
2390,1979,1979 S2 8.0,888,888 596-426,"$4,995         "
2391,1980,1980 AMF Paceship PY26,877,877 500-456,"$3,900         "
2392,1978,1978 Pearson 26,877,877 409-066,"$3,900         "
2393,1980,1980 Pearson 26,888,888 906-035,"$2,995         "
2394,1970,1970 Peason P26,888,888 259-597,"$2,500         "
2395,1978,1978 Seafarer Sloop,508,508 478-020,"$2,500         "
2396,1978,1978 Pearson 26,843,84376276884,"$2,000         "
2397,1977,1977 Pearson 26 SLOOP,888,888 518-007,"$1,990         "
2398,1978,1978 Pearson 26 SLOOP,877,877 588-656,"$1,900         "
2399,1984,1984 Ericson 26,877,877 500-456,"$1,900         "
2400,1970,1970 Pearson 26 SL,877,877 500-456,"$1,500         "
2401,2007,2007 Harbor WD Schock Harbor 25,888,888 457-229,"$59,995        "
2402,2003,2003 Crosby Wianno Senior,866,866 860-635,"$54,900        "
2403,1957,1957 Cheoy Lee Frisco Flyer,866,866 477-588,"$25,000        "
2404,1984,1984 Gannon & Benjamin Marine Railway Sloop,860,860 536-777,"$25,000        "
2405,1999,1999 Macgregor 25,941,941 914-921,"$22,000        "
2406,2006,2006 Beneteau First Class 7.5,727,727 214-159,"$21,500        "
2407,2007,2007 Macgregor 26,855,855 208-444,"$21,500        "
2408,1961,1961 Seafarer Meridian 25,941,941 914-921,"$17,000        "
2409,2000,2000 Catalina 250,888,888 365-848,"$16,900        "
2410,1998,1998 Catalina 250,888,888 281-430,"$16,500        "
2411,2002,2002 Catalina 25,941,941 914-921,"$16,500        "
2412,1996,1996 Catalina 250,941,941 914-921,"$16,000        "
2413,1977,1977 O'Day O'Day 25,407,407 256-017,"$15,999        "
2414,2006,2006 Catalina C250,386,386 310-297,"$15,990        "
2415,1995,1995 Hunter 26,941,941 914-921,"$15,500        "
2416,1998,1998 Catalina 250,866,866 573-134,"$15,500        "
2417,1987,1987 Watkins Sloop,866,866 970-144,"$14,000        "
2418,2000,2000 Catalina 250,888,888 365-848,"$13,900        "
2419,1991,1991 B Boats B25,585,585 339-973,"$12,500        "
2420,1986,1986 Beneteau First Class 8,941,941 914-921,"$12,000        "
2421,1980,1980 CAL Yachts 25 Cal,941,941 914-921,"$11,000        "
2422,1982,1982 Hunter 25,888,888 363-495,"$10,500        "
2423,1984,1984 Hunter 25.5,877,877 564-055,"$10,000        "
2424,1978,1978 Cape Dory Sloop,508,508 495-407,"$9,900         "
2425,1982,1982 Hunter Hunter 25,866,866 455-046,"$8,900         "
2426,1984,1984 Hunter 25.5,888,888 588-449,"$7,999         "
2427,1984,1984 Catalina 25 Tall Rig,888,888 522-279,"$7,950         "
2428,1982,1982 C&C 25,866,866 342-183,"$7,900         "
2429,1985,1985 Hunter 25.5,855,855 258-831,"$7,500         "
2430,1984,1984 Catalina 25,855,855 751-595,"$7,400         "
2431,1976,1976 Ericson Sloop,252,252 444-180,"$6,800         "
2432,1980,1980 Catalina 25 Standard Rig Sloop,888,888 281-430,"$6,500         "
2433,1979,1979 Ericson OMC Zephyr,888,888 596-426,"$5,800         "
2434,1977,1977 Cape Dory 25,954,954 829-045,"$5,000         "
2435,1981,1981 US Yacht Buccaneer Sailboat,888,888 352-107,"$4,900         "
2436,1981,1981 C&C 25,877,877 500-456,"$4,900         "
2437,1985,1985 Hunter 25.5,877,877 500-456,"$4,590         "
2438,1979,1979 CAL 25,877,877 268-141,"$4,500         "
2439,1972,1972 Columbia 26 MK II Sloop,877,877 500-456,"$4,500         "
2440,1985,1985 Catalina Capri 25,888,888 746-544,"$3,900         "
2441,1976,1976 O'Day 25 Weekender,877,877 500-456,"$3,900         "
2442,1972,1972 C&C 25,877,877 564-970,"$3,000         "
2443,1982,1982 Other 25' Sailboat,866,866 520-014,"$2,500         "
2444,1980,1980 Hunter ,888,888 518-007,"$2,400         "
2445,1981,1981 US Yachts 25,888,888 488-755,"$2,200         "
2446,1970,1970 Coronado Yachts 25',888,888 421-260,"$2,000         "
2447,1973,1973 C&C Fiberglass C&C,855,855 258-831,"$1,995         "
2448,1974,1974 C&C Fiberglass 25 Sloop,877,877 329-936,"$1,800         "
2449,1978,1978 Seidelmann 25 SL,877,877 500-456,"$1,500         "
2450,1975,1975 Reinell 25 Sail,888,888 479-409,$995           
2451,2008,2008 Melges 24,941,941 914-921,"$49,900        "
2452,2005,2005 Corsair 24 MkII,231,231 526-622,"$47,500        "
2453,2003,2003 Corsair 24 MkII,619,619 319-013,"$38,000        "
2454,1976,1976 Eastward 24,941,941 914-921,"$21,500        "
2455,1993,1993 Melges 24,941,941 914-921,"$20,000        "
2456,2002,2002 Hunter 240,941,941 914-921,"$18,500        "
2457,2002,2002 Hunter 240,866,866 342-183,"$15,900        "
2458,1994,1994 Melges 24,866,866 664-193,"$15,000        "
2459,1998,1998 Hunter 240,866,866 930-978,"$13,500        "
2460,2000,2000 Hunter 240,888,888 363-495,"$12,559        "
2461,1987,1987 Martin Yachts M242,310,310 821-588,"$12,000        "
2462,1998,1998 Hunter 240,812,812 291-033,"$11,900        "
2463,1977,1977 San Juan ,888,888 596-426,"$10,200        "
2464,1984,1984 Dunbar Sharpie-style Ketch,866,866 347-928,"$9,500         "
2465,1979,1979 Seaforth 24,321,321 866-030,"$9,500         "
2466,1988,1988 O'Day 240,888,888 522-279,"$8,500         "
2467,1980,1980 Atlantic City Catboat - Mark-O 9.9,877,877 899-220,"$8,495         "
2468,1980,1980 Cape Dory 25,877,877 564-055,"$8,000         "
2469,1978,1978 Helms Sloop,888,888 596-426,"$7,900         "
2470,1990,1990 J Boats J/24,888,888 408-008,"$7,000         "
2471,1975,1975 C&C Fiberglass 24,855,855 208-444,"$6,995         "
2472,1984,1984 CAL 24,888,888 880-797,"$5,995         "
2473,1976,1976 C&C Fiberglass 24,866,866 563-969,"$5,900         "
2474,1965,1965 Columbia Contender,888,8889YACHTS,"$5,500         "
2475,1974,1974 CLARK BOATS/SAN JUAN San Juan 24,866,866 228-320,"$5,495         "
2476,1977,1977 C & C BF75L,888,888 596-426,"$4,500         "
2477,1987,1987 Hunter Marine 23.5,888,888 488-755,"$4,200         "
2478,1984,1984 J Boats J24,877,877 329-936,"$3,700         "
2479,1973,1973 Mirage M 24,888,888 259-597,"$3,000         "
2480,1975,1975 C&C 24,888,888 518-007,"$2,950         "
2481,1966,1966 Bristol Corsair Sloop,508,508 478-020,"$2,500         "
2482,1968,1968 Bristol Sailstar,877,877 500-456,"$2,500         "
2483,1970,1970 Kenner Boat Co. Kittiwake,877,877 500-456,"$2,500         "
2484,1976,1976 PORTSMOUTH Eastward Ho,888,888 319-465,"$2,500         "
2485,1972,1972 CAL T4,855,855 258-831,"$1,500         "
2486,1975,1975 C & C 24,877,877 329-936,$900           
2487,2006,2006 Latitude 46 Tofinou,860,860 536-777,"$49,500        "
2488,2005,2005 Brion Rieff Boat Builders 23 Centerboard Sloop,888,888 203-810,"$45,000        "
2489,1995,1995 Latitude 46 Tofinou,860,860 536-777,"$43,500        "
2490,1995,1995 Latitude 46 Tofinou,860,860 536-777,"$38,000        "
2491,1994,1994 Latitude 46 Tofinou,860,860 536-777,"$22,500        "
2492,2004,2004 Precision 23 P,941,941 914-921,"$17,000        "
2493,1980,1980 Sea Sprite Sloop,888,888 399-447,"$16,900        "
2494,2006,2006 Precision 23,888,888 782-241,"$14,900        "
2495,2004,2004 Mader 23' Star Racer,941,941 914-921,"$13,500        "
2496,1984,1984 Bavaria 707,814,814 455-680,"$8,900         "
2497,1989,1989 Hunter ,866,866 537-507,"$7,900         "
2498,1987,1987 Hunter 23,888,888 880-797,"$6,000         "
2499,1993,1993 Hunter 23,888,888 365-848,"$5,995         "
2500,1996,1996 Compac 23,888,888 615-825,"$4,995         "
2501,1976,1976 Macgregor Newport,404,404 217-200,"$4,000         "
2502,1982,1982 Pearson 23 C,888,888 880-797,"$3,000         "
2503,1965,1965 Kittywake 23,877,877 564-970,"$2,750         "
2504,1973,1973 GRAMPIAN MARINE G 23,877,877 500-456,$500           
2505,2012,2012 Norseboat 21.5,888,888 457-229,"$39,000        "
2506,1957,1957 S.S. Crocker Catboat,888,888 203-810,"$30,000        "
2507,1988,1988 Marshall Catboat 22,860,860 536-777,"$29,000        "
2508,1935,1935 Custom 22 Antique & Classic Catboat,941,941 914-921,"$24,900        "
2509,1981,1981 Marshall 22 Catboat,888,888 457-229,"$24,900        "
2510,2012,2012 Catalina 22 Sport Swing Keel,866,866 664-193,"$24,857        "
2511,1986,1986 Catalina 22 ' catalina daysailer / weekender,310,310 821-588,"$22,000        "
2512,2012,2012 Catalina Capri 22,877,877 780-526,"$21,500        "
2513,2008,2008 Catalina 22,941,941 914-921,"$21,000        "
2514,2006,2006 Santana 22',360,360 697-848,"$21,000        "
2515,2008,2008 Catalina Capri 22,855,855 420-326,"$19,999        "
2516,1984,1984 Hinterhoeller Nonsuch 22,888,888 798-689,"$19,900        "
2517,2002,2002 J Boats 22,857,857 239-888,"$18,400        "
2518,1964,1964 Pearson Ensign 4-Stroke,855,855 420-326,"$15,990        "
2519,2006,2006 Hunter 216 SAIL BOAT,877,877 271-454,"$11,900        "
2520,2006,2006 Hunter 216,888,888 221-278,"$9,200         "
2521,1974,1974 Herreshoff Eagle,866,866 635-800,"$8,500         "
2522,1997,1997 Catalina Capri 22,619,619 474-550,"$8,000         "
2523,1981,1981 Catalina 22 poptop,888,888 282-555,"$6,950         "
2524,1989,1989 Catlina 22 Pop Top,866,866 292-809,"$6,500         "
2525,1985,1985 Capri Day Sailer,877,877 291-051,"$6,495         "
2526,1985,1985 Catalina 22 Pop-Top,855,855 208-444,"$6,195         "
2527,1984,1984 CATALINA YACHTS 22,866,866 746-228,"$5,995         "
2528,1982,1982 CATALINA YACHTS 22,866,866 746-228,"$5,290         "
2529,1989,1989 Catalina Capri 22,888,888 615-825,"$4,995         "
2530,1982,1982 Hunter Hunter 22',866,866 455-046,"$4,900         "
2531,1977,1977 O'Day sailboat,888,888 809-942,"$4,500         "
2532,1984,1984 Seafarer Sloop,508,508 495-407,"$4,000         "
2533,1975,1975 Seafarer 22,866,866 347-363,"$3,950         "
2534,1985,1985 Starwind 22,888,888 597-066,"$3,500         "
2535,1987,1987 C&C Fiberglass Starcraft,508,508 478-020,"$3,500         "
2536,1977,1977 Catalina 22,866,866 292-809,"$3,250         "
2537,1977,1977 S 2 6.8,239,239 267-078,"$2,995         "
2538,1975,1975 Seafarer 7.5,888,888 596-426,"$2,500         "
2539,1978,1978 Chrysler 22,888,888 488-755,"$2,500         "
2540,1974,1974 South Coast 22 Overnighter,866,866 455-046,"$2,450         "
2541,1973,1973 Catalina C-22,855,855 420-326,"$2,400         "
2542,1979,1979 Bayliner 210 Buccaneer,877,877 500-456,"$2,000         "
2543,1972,1972 SUN RAY BOATS INC 22 twin keel,877,877 500-456,"$1,595         "
2544,1978,1978 Laguna Windrose,877,877 500-456,"$1,299         "
2545,1985,1985 Gloucester 22,888,888 615-825,"$1,200         "
2546,2013,2013 Beneteau First 20,888,888 363-495,"$39,500        "
2547,2013,2013 Catalina 22 Sport,941,941 914-921,"$29,900        "
2548,1970,1970 Cal Western 21,941,941 914-921,"$10,500        "
2549,2004,2004 Hunter 216,727,727 460-568,"$8,900         "
2550,1990,1990 Precision 21,888,888 365-848,"$5,995         "
2551,1983,1983 Freedom Freedom 21,855,855 751-595,"$4,900         "
2552,1983,1983 Freedom Marine F-21,866,866 860-635,"$3,500         "
2553,1994,1994 Ken Hankinson Custom 21' Sailboat,866,866 257-681,"$2,990         "
2554,1977,1977 Macgregor 21 Weekender,877,877 500-456,"$1,000         "
2555,2013,2013 Com-Pac Horizon Cat,888,888 452-892,"$49,900        "
2556,2011,2011 W.D. Schock Harbor 20,888,888 457-229,"$35,900        "
2557,1986,1986 Pacific Seacraft Flicka 20,888,888 524-338,"$32,900        "
2558,2006,2006 Com-Pac 20 Horizon Cat,941,941 914-921,"$27,500        "
2559,2004,2004 Schock Harbor 20,310,310 821-588,"$19,999        "
2560,2006,2006 Santana Harbor 20,888,888 488-755,"$19,500        "
2561,2008,2008 Santana 2023X Sport,941,941 914-921,"$15,500        "
2562,1975,1975 Coastal Recreation Balboa 20,855,855 254-516,"$4,550         "
2563,1982,1982 Ranger 20,888,888 677-635,"$3,500         "
2564,1995,1995 Menger CAT  19,866,866 860-635,"$25,000        "
2565,2012,2012 International West White Potter 19,979,979 299-939,"$23,000        "
2566,1996,1996 Menger 1GM10,888,888 596-426,"$19,975        "
2567,2001,2001 Seaward Fox,877,877 564-055,"$12,000        "
2568,1991,1991 Mariner 19,941,941 914-921,"$10,000        "
2569,1972,1972 Cape Dory 19 Typhoon,855,855 254-516,"$6,999         "
2570,1985,1985 HUTCHINS Compac,888,888 596-426,"$5,900         "
2571,1990,1990 Prindle 19 MX,877,877 726-948,"$4,500         "
2572,1978,1978 Cape Dory Typhoon,866,866 292-809,"$4,000         "
2573,1982,1982 Com-Pac 19,336,336 213-061,"$3,900         "
2574,2009,2009 International Marine West Wight Potter,866,866 535-587,"$3,900         "
2575,1969,1969 Cape Dory Typhoon Weekender,866,866 455-046,"$3,800         "
2576,2006,2006 Fenwick Williams 18 Custom Build,941,941 914-921,"$86,700        "
2577,1972,1972 Herreshoff 18 America,941,941 914-921,"$28,000        "
2578,1987,1987 Fenwick Williams Catboat,877,877 775-640,"$25,000        "
2579,2009,2009 Nacra F18,941,941 914-921,"$17,500        "
2580,2013,2013 Precision 18,941,941 914-921,"$14,500        "
2581,1973,1973 Herreshoff Catboat,866,866 347-928,"$13,900        "
2582,1980,1980 Cape Dory Typhoon,877,877 273-039,"$10,500        "
2583,1974,1974 Herreshoff America Catboat,866,866 342-183,"$8,250         "
2584,2008,2008 Precision 185,407,407 295-011,"$7,250         "
2585,1999,1999 International West Wight Potter 19,714,714 335-687,"$7,000         "
2586,2005,2005 Hobie Cat Tiger,888,888 483-501,"$6,495         "
2587,1977,1977 Victoria 18,888,888 615-825,"$1,695         "
2588,1977,1977 T-Craft T-Craft 18 Intracoastal,866,866 455-046,"$1,500         "
2589,2013,2013 Com-Pac Suncat,866,866 664-193,"$20,932        "
2590,2009,2009 Com-Pac Sun Cat,855,855 420-326,"$19,999        "
2591,1972,1972 Hermann Cat ,866,866 860-635,"$15,000        "
2592,1954,"1954 Buzzards Bay 14 Herreshoff , Concordia built",866,866 347-928,"$14,900        "
2593,2008,2008 percision 16.5,888,888 203-810,"$13,500        "
2594,2002,2002 Com-Pac Sun Cat 17,866,866 491-037,"$8,900         "
2595,1973,1973 Mobjack ,877,877 500-456,"$2,500         "
2596,1960,1960 Crosby Wianno  Jr,866,866 860-635,"$22,900        "
2597,2005,2005 CUSTOM BUILT Haven 12 1/2,941,941 914-921,"$22,000        "
2598,2011,2011 Haven 12 1/2,866,866 656-139,"$19,900        "
2599,2014,2014 Hobie Cat Mirage Adventure Island,888,888 488-755,"$3,499         "
2600,1996,1996 Catalina 16.5,888,888 281-430,"$2,990         "
2601,1990,1990 Catalina Capri,508,508 478-020,"$2,900         "
2602,2000,2000 Windrider Trimaron,866,866 677-949,"$2,000         "
2603,1983,1983 Hobie Cat Sailboat,888,888 337-713,"$1,495         "
2604,2014,2014 Hunter 15,877,877 564-174,"$9,900         "
2605,2015,2015 Laser Performance Bahia,888,888 281-430,"$8,499         "
2606,2007,2007 APBY Cat 14,855,855 751-595,"$21,900        "
2607,2012,2012 Com-Pac Picnic Cat,407,407 295-011,"$10,995        "
2608,2007,2007 Compac Pic Nic Cat 14,888,888 365-848,"$7,495         "
2609,2011,2011 Laser Laser Sail Race,866,866 470-963,"$5,900         "
2610,2008,2008 Hunter 146,866,866 476-577,"$4,250         "
2611,1987,1987 Catalina CAPRI 14.2,231,231 526-622,"$3,900         "
2612,1990,1990 Catalina Capri,855,855 249-279,"$3,350         "
2613,1980,1980 LaserPerformance Laser 2,888,888 488-755,$800           
2614,2014,2014 Bauteck Bauer 12,585,585 339-973,"$8,495         "
2615,1975,1975 Hobie 12 Sailboat,888,888 708-867,$995           
2616,2008,2008 Great Lakes Boat Building School Atkin Nina,231,231 526-622,"$4,400         "
2617,2006,"2006 Shellback  -beautiful sailing, rowing tender",866,866 347-928,"$2,995         "
2618,2014,2014 Laser Bug,888,888 217-666,"$2,700         "
2619,1975,1975 SAILBOAT 8' Custom Wood,888,888 708-867,$995           
2620,1988,1988 American Sail The Dink,866,866 270-998,$700           
2621,2007,2007 Aegean Yacht schooner yacht,866,866 461-654,Call For Price 
2622,1951,1951 Custom cargo schooner,866,866 461-654,Call For Price 
2623,1901,1901 Back Country Powerboats ds44,N/A,N/A,Call For Price 
2624,1918,1918 Custom 3-masted Schooner,866,866 461-654,Call For Price 
2625,2016,2016 NEW HANS CHRISTION 33 CUTTER TRADITIONAL CUTTER,877,877 780-526,Call For Price 
2626,2015,2015 Hans Christian HALLMARK 480,877,877 780-526,Call For Price 
